RecordID,Company,Fiscal Year,Total Revenue,Net Income,Total Assets,Total Liabilities,Cash Flow from Operating Activities,Source,Note
2165,Apple,2022,3.83E+11,98173281151,3.55E+11,2.91E+11,1.12E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2166,Microsoft,2022,2.01E+11,76270959279,3.33E+11,2.07E+11,74137625657,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2167,Tesla,2021,55511371564,5439113,61061797837,29334486235,5977490736,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2168,Apple,2021,3.61E+11,1.02E+11,3.56E+11,2.78E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2169,Microsoft,2023,2.08E+11,80424210187,3.70E+11,2.02E+11,80558956335,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2170,Tesla,2023,80136760514,14962577228,84481635980,45144477453,16111364301,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2171,Apple,2022,3.81E+11,98005458576,3.71E+11,2.93E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2172,Microsoft,2021,1.72E+11,59814271193,3.00E+11,1.89E+11,57970420897,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2173,Microsoft,2021,1.73E+11,61685313850,3.00E+11,1.73E+11,59841137364,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2174,Tesla,2023,78458957408,14952643399,83380877441,42420868764,17187362100,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2175,Apple,2022,4.00E+11,1.03E+11,3.60E+11,2.83E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2176,Microsoft,2022,1.76E+11,71670857942,3.38E+11,1.93E+11,71156541757,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2177,Apple,2021,3.65E+11,93913903886,3.82E+11,2.91E+11,1.00E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2178,Tesla,2023,83079973147,15595098078,80853729867,45624498655,16823596633,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2179,Apple,2021,3.77E+11,96665912582,3.66E+11,2.87E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2180,Tesla,2022,81453158715,12071037928,85151197846,41758456701,14661565202,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2181,Microsoft,2023,2.14E+11,85888499941,3.80E+11,2.02E+11,79534757572,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2182,Apple,2023,3.85E+11,1.04E+11,3.62E+11,3.09E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2183,Microsoft,2021,1.69E+11,58980968293,3.01E+11,1.84E+11,60214322113,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2184,Microsoft,2023,2.27E+11,83795972291,3.42E+11,2.09E+11,82652916012,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2185,Tesla,2023,80205944644,14216614185,79568261183,41129508005,17700441701,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2186,Apple,2021,3.73E+11,1.02E+11,3.62E+11,2.95E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2187,Microsoft,2021,1.65E+11,62130236698,3.01E+11,1.91E+11,60588619101,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2188,Tesla,2021,55822522152,5408945,62969513182,30402175453,6223885820,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2189,Apple,2023,4.06E+11,99133939896,3.39E+11,3.07E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2190,Microsoft,2023,2.17E+11,84290685640,3.50E+11,2.06E+11,83553197706,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2191,Microsoft,2022,2.03E+11,75943212104,3.21E+11,1.92E+11,71879025782,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2192,Tesla,2023,82113702747,15717656372,79059594627,42780344466,17432031252,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2193,Microsoft,2023,2.20E+11,81665710875,3.59E+11,2.03E+11,83907596300,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2194,Microsoft,2021,1.60E+11,63106648396,3.05E+11,1.94E+11,61282377349,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2195,Microsoft,2022,1.99E+11,70236129262,3.23E+11,1.89E+11,72510589791,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2196,Tesla,2022,80248942051,11753366095,82333368040,41798983722,16012514386,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2197,Microsoft,2021,1.66E+11,62856238195,3.06E+11,1.76E+11,61049965501,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2198,Tesla,2022,83140104707,12041772829,86094507058,40640808462,15800884625,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2199,Tesla,2023,80206773708,15252996461,78542307795,43172088421,17015531267,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2200,Microsoft,2022,1.92E+11,72262925403,3.24E+11,1.93E+11,73169646497,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2201,Tesla,2023,82703189134,15348347442,82628546901,41710199432,16893445577,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2202,Tesla,2023,81652876307,15247405053,83804520716,44898246338,17557516483,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2203,Tesla,2022,83069071381,12015808296,81042093450,39795242592,15403271240,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2204,Microsoft,2022,2.01E+11,69962634911,3.46E+11,1.94E+11,71197691032,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2205,Microsoft,2022,1.87E+11,69635056853,3.45E+11,1.98E+11,70904215956,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2206,Apple,2023,3.75E+11,1.02E+11,3.53E+11,3.11E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2207,Microsoft,2022,2.08E+11,69770712563,3.37E+11,2.04E+11,71237278643,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2208,Tesla,2023,83746718982,14295160335,82969894091,43727758266,16322311506,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2209,Tesla,2023,82766419470,15389274020,80690635588,43260541619,17295137774,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2210,Microsoft,2021,1.67E+11,63173431677,2.88E+11,1.82E+11,57957659524,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2211,Apple,2023,3.78E+11,1.00E+11,3.43E+11,2.90E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2212,Apple,2023,3.90E+11,1.02E+11,3.42E+11,2.85E+11,1.10E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2213,Apple,2022,3.92E+11,99517747742,3.57E+11,2.98E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2214,Apple,2023,3.77E+11,99477238067,3.37E+11,2.83E+11,1.02E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2215,Microsoft,2022,2.09E+11,72251433714,3.32E+11,1.93E+11,70081844094,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2216,Apple,2023,3.82E+11,99327510705,3.43E+11,2.92E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2217,Apple,2023,3.69E+11,99681880999,3.52E+11,2.89E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2218,Apple,2023,3.92E+11,1.03E+11,3.63E+11,2.95E+11,1.08E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2219,Tesla,2023,77033874072,14890880185,83551357950,44255011484,16374072189,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2220,Apple,2022,4.03E+11,1.01E+11,3.44E+11,2.82E+11,1.14E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2221,Tesla,2022,80345540677,12286155254,83447663904,41589823373,16188698762,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2222,Microsoft,2021,1.61E+11,58306984473,2.95E+11,1.95E+11,61846661247,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2223,Tesla,2023,85077166327,16104893766,77812491827,44366905024,17151435045,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2224,Tesla,2021,57292480388,5652832,60934146339,29222352199,5970957989,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2225,Apple,2023,3.76E+11,99172564962,3.61E+11,2.98E+11,1.02E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
2226,Tesla,2022,78918771132,11765478527,84600359883,42439999991,15183855942,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
